Boletos,Ingresos,% Δ,Cantidad,% Δ
Mendoza → Eduardo Castex,87150.00046,,1,0.00%
SANTA FE → Pigue PARADOR,86310.00013,,1,0.00%
CATAMARCA → CORRIENTES,86100.00053,,1,0.00%
Mendoza → Pozo del Molle Acc,86099.99971,,1,0.00%
Tunuyan - Mza → Villa Regina,86059.99973,,1,0.00%
La Paz Acc - ERI → Pergamino Terminal,86000.00049,,1,0.00%
Mendoza → Moreno Las Piedras,85665.60059,,1,0.00%
Trelew → Cipolletti,85590.00031,,1,0.00%
R DE LOS SAUCES → GENERAL ALVEAR,85050.00042,,1,0.00%
General Roca → CDRO RIVADAVIA,84949.99956,,1,0.00%
SIERRA GRANDE - RNG → LA PLATA,83999.99953,,1,0.00%
Mendoza → Loreto - SGO,83060.00059,,1,0.00%
SAN LUIS → Santo Tome - SFE,82950.00046,,1,0.00%
Añelo → Tunuyan Plaza,82110.0004,,1,0.00%
Villa Mercedes - SLU → PUNTA ALTA,81900.00016,,1,0.00%
PUNTA ALTA → Villa Mercedes - SLU,81899.99938,,1,0.00%
Santa Rosa - LPA → Tunuyan - Mza,81779.99957,,1,0.00%
Villa Iris Acc → Vicuña Mackenna,81480.00018,,1,0.00%
Bahía Blanca → Puerto Madryn,80849.99995,,1,0.00%
Roque Saenz Peña → CATAMARCA,79700.0002,,1,0.00%
Tilcara → LA RIOJA,79070.00038,,1,0.00%
Villa Atuel - SRA → RINCÓN DE LOS SAUCES,78750.00056,,1,0.00%
Cuyanita Mendoza IDA → Cipolletti - RNG,78749.99965,,1,0.00%
Cipolletti → Trelew,77810.00018,,1,0.00%
Buenos Aires → San Martin (MZA),77600.00009,,1,0.00%
Lujan Terminal - BUE → San Juan,77179.99984,,1,0.00%
San Juan → Lujan Terminal - BUE,77179.99984,,1,0.00%
Mendoza → Vedia  Bs. As.,76440.00038,,1,0.00%
Lujan Azcuenaga - MZA → El Chocon,75810.00054,,1,0.00%
LA RIOJA → Roque Saenz Peña,75059.9999,,1,0.00%
Tunuyan Plaza → Añelo,74669.99947,,1,0.00%
San Martin (MZA) → SANTA ROSA - LPM,73500.00068,,1,0.00%
Realico - LPM → Mendoza,73500.00009,,1,0.00%
San Martin (MZA) → Realico - LPM,73079.99929,,1,0.00%
TRELEW → GRAL. CONESA - RNG,72450.00027,,1,0.00%
Barda del Medio Acc → LAS GRUTAS,72350.00015,,1,0.00%
Bolivar Acc → SAN ANTONIO OESTE,72189.99966,,1,0.00%
SANTA FE → Bolivar Acc,71610.00054,,1,0.00%
Eduardo Castex → Tunuyan - Mza,71400.00041,,1,0.00%
Tunuyan - Mza → Eduardo Castex,71400.00041,,1,0.00%
Las Cuevas → Penitentes,2519.999935,,1,0.00%
Barda del Medio Acc → TRELEW,70875.99932,,1,0.00%
Salta → Concepcion - TUC,70296.0004,,1,0.00%
Moreno Las Piedras → SAN LUIS,70250.00014,,1,0.00%
TUCUMAN → La Quiaca,70140.00063,,1,0.00%
PUERTO MADRYN → Almafuerte - CBA,69902.99979,,1,0.00%
BAHIA BLANCA → RAWSON,69830.00061,,1,0.00%
Lujan Azcuenaga → Neuquén,69829.99957,,1,0.00%
Cipolletti → Lujan Azcuenaga,69090.00044,,1,0.00%
Cipolletti → Mendoza,69089.99989,,1,0.00%
Goya Terminal → Pergamino Terminal,68989.9999,,1,0.00%
Jesus Maria Acc → Perico,68670.00059,,1,0.00%
San Salvador de Jujuy → Cordoba,67729.99941,,1,0.00%
Puerto Madryn → General Roca,67569.99986,,1,0.00%
LINIERS → La Paz (MZA),67199.99967,,1,0.00%
Mendoza → Resistencia,67199.99962,,1,0.00%
SAN LUIS → Moreno Las Piedras,67199.99933,,1,0.00%
SANTIAGO CHILE  (Term Sur) → Mendoza,66150.00002,,1,0.00%
CALETA OLIVIA → VIEDMA,66149.99965,,1,0.00%
Catriel → Trelew,65869.9998,,1,0.00%
TRELEW → Catriel,65869.99946,,1,0.00%
Lujan Azcuenaga - MZA → Barda del Medio Acc,65100.00058,,1,0.00%
General Pico - LPM → Las Catitas acc Mza,65099.99966,,1,0.00%
Las Catitas acc Mza → General Pico - LPM,65099.99966,,1,0.00%
9 de Julio YPF Acc → VIEDMA,64729.99973,,1,0.00%
VIEDMA → 9 de Julio YPF Acc,64729.99973,,1,0.00%
LA PLATA → Villa Mercedes - SLU,64579.99978,,1,0.00%
Rio Gallegos ELIMINAR → Comodoro Rivadavia ELIMINAR,64160.00042,,1,0.00%
Villa Mercedes - SLU → SANTA FE,64049.99991,,1,0.00%
Cipolletti - RNG → Arroyo Verde - RNG,63629.99958,,1,0.00%
Buenos Aires → Bahía Blanca,63000.00066,,1,0.00%
ROSARIO - SFE → Bella Vista - COR,62269.99975,,1,0.00%
Mendoza → Almafuerte - CBA,61950.00006,,1,0.00%
Mendoza → Córdoba,61949.99989,,1,0.00%
Mendoza → La Cumbre - CBA,61949.99961,,1,0.00%
SANTA FE → Goya Terminal,61640.00001,,1,0.00%
CALETA OLIVIA → SAN ANTONIO OESTE,61430.0007,,1,0.00%
San Antonio Oeste → Caleta Olivia,61430.00031,,1,0.00%
Aeropuerto MENDOZA → CORDOBA,60689.99977,,1,0.00%
RESISTENCIA → ROSARIO - SFE,60480.00011,,1,0.00%
Santa Rosa → San Luis,60240.00037,,1,0.00%
Tunuyan - Mza → Cipolletti - RNG,60060.00035,,1,0.00%
ROSARIO - SFE → 9 de Julio YPF Acc,59960.00037,,1,0.00%
Realico - LPM → LAS GRUTAS,59210.00055,,1,0.00%
CALETA OLIVIA → SIERRA GRANDE - RNG,58800.0002,,1,0.00%
General Alvear → General Roca,58367.62025,,1,0.00%
General Roca → General Alvear,58367.62025,,1,0.00%
Santiago → Temuco,57750.00034,,1,0.00%
Pto Santa Cruz → CDRO RIVADAVIA,57749.99997,,1,0.00%
TUCUMAN → Almafuerte - CBA,57439.99953,,1,0.00%
Bolivar Acc → SANTA FE,57250.00036,,1,0.00%
SIERRA GRANDE - RNG → Cinco Saltos,56909.99968,,1,0.00%
CORDOBA → Padre Buodo Acc,56599.99941,,1,0.00%
Junin → PARANA,56328.99959,,1,0.00%
Bernasconi Acc → Villa Mercedes - SLU,55760.00069,,1,0.00%
TRELEW → Realico - LPM,55303.00024,,1,0.00%
Cnia 25 de Mayo - LPM → SAN ANTONIO OESTE,54670.00068,,1,0.00%
Salta → Aguilares - TUC,54080.00045,,1,0.00%
Neuquén → Puerto Madryn,53759.99996,,1,0.00%
Rio Colorado → TRELEW,52500.00066,,1,0.00%
Bariloche → Frutillar,52499.99943,,1,0.00%
CORDOBA → Emb. Martini Acc,52290.0006,,1,0.00%
Cosquin → Mendoza,51660.00045,,1,0.00%
Tunuyan → General Pico,51150.00045,,1,0.00%
SANTA FE → Empedrado Acc,51029.99975,,1,0.00%
Catriel → Tunuyan - Mza,50300.00047,,1,0.00%
Pergamino Terminal → RESISTENCIA,49843.00032,,1,0.00%
Choele Choel → GENERAL ALVEAR,49520.99949,,1,0.00%
GENERAL ALVEAR → Choele Choel,49520.99949,,1,0.00%
LA RIOJA → La Quiaca,49460.00064,,1,0.00%
Machagai acc → TUCUMAN,49459.99967,,1,0.00%
Lujan Azcuenaga - MZA → General Roca,49440.00023,,1,0.00%
Puelen - LPM → Mendoza,49250.00016,,1,0.00%
Rio Cuarto → Paraná,48870.00028,,1,0.00%
Acc 25 de Mayo LPM → Mendoza,48830.00044,,1,0.00%
RIO CUARTO → Pilar Bs As,48830.00014,,1,0.00%
acc Berrotaran → San Martin (MZA),47879.99952,,1,0.00%
RIO CUARTO → Villa Ojo de Agua,47569.99968,,1,0.00%
Eduardo Castex → GENERAL ALVEAR,47530.00046,,1,0.00%
Lujan Terminal - BUE → Villa Mercedes - SLU,47360.00058,,1,0.00%
RIO CUARTO → Santo Tome - SFE,47250.00049,,1,0.00%
PUNTA ALTA → SANTA ROSA - LPM,47249.9997,,1,0.00%
ROSARIO - SFE → SAN LUIS,47249.99956,,1,0.00%
RIO GALLEGOS → TRELEW CUSTOM ANDESMAR AR,47100.00048,,1,0.00%
Pto San Julian → Comodoro Rivadavia,46550.00056,,1,0.00%
Pto San Julian → Comodoro Rivadavia ELIMINAR,46550.00051,,1,0.00%
TUCUMAN → Jesus Maria Acc,46409.99963,,1,0.00%
Picun Leufu Acc → Mendoza,45524.99985,,1,0.00%
VIEDMA → CDRO RIVADAVIA,45150.00039,,1,0.00%
CDRO RIVADAVIA → VIEDMA,45150.00012,,1,0.00%
Goya Terminal → SANTA FE,44630.00044,,1,0.00%
Junín → SANTA FE,43549.99969,,1,0.00%
Goya Acc → ROSARIO - SFE,43470.00069,,1,0.00%
Goya Terminal → ROSARIO - SFE,43470.00032,,1,0.00%
Rio Colorado → Huinca Renanco,43349.99972,,1,0.00%
Villa Regina → BAHIA BLANCA,43050.00063,,1,0.00%
Retiro Buenos Aires → Azul (Hotel La Estrella),42695.99958,,1,0.00%
Comodoro Rivadavia → Pto San Julian,42319.99955,,1,0.00%
Choele Choel → RAWSON,42209.99937,,1,0.00%
Eugenio Bustos → Santa Rosa - LPA,42199.99965,,1,0.00%
Santa Isabel - LPM → Villa Regina,42199.99949,,1,0.00%
SANTA FE → Pergamino Terminal,42110.0002,,1,0.00%
San Salvador de Jujuy → TERMAS R HONDO,42109.99957,,1,0.00%
R DE LOS SAUCES → Catriel,42000.00036,,1,0.00%
San Juan → Chamical - LRI,42000.00012,,1,0.00%
Acc 25 de Mayo LPM → RINCÓN DE LOS SAUCES,41999.99983,,1,0.00%
Temuco → Osorno,41999.99961,,1,0.00%
Monte Coman C/C → RIO CUARTO,41999.99952,,1,0.00%
CORRIENTES → Quimili PARADOR - SGO,41480.00053,,1,0.00%
Bolivar Acc → ROSARIO - SFE,41309.99989,,1,0.00%
Cipolletti - RNG → SAN ANTONIO OESTE,40950.0005,,1,0.00%
General Roca → SAN ANTONIO OESTE,40949.99991,,1,0.00%
Villa Regina → Arroyo Verde - RNG,40811.00019,,1,0.00%
Neuquén → Sierra Grande,40430.00009,,1,0.00%
Salta → Monteros,40319.99948,,1,0.00%
Puerto Madryn → Caleta Olivia,40219.99966,,1,0.00%
CORDOBA → Winifreda Acc,40009.99949,,1,0.00%
Palpalá → SANTIAGO DEL ESTERO,39899.99953,,1,0.00%
Chepes → Mendoza,39899.99951,,1,0.00%
Winifreda Acc → BAHIA BLANCA,39689.9994,,1,0.00%
Chimpay → PUERTO MADRYN,39590.00067,,1,0.00%
General Roca → Algarrobo del Aguila,39479.99972,,1,0.00%
Cnia 25 de Mayo - LPM → Pomona Acc,39400.99991,,1,0.00%
Las Breñas acc - CHA → TUCUMAN,39269.99975,,1,0.00%
Termas R Hondo → Salta,38429.99948,,1,0.00%
Tilcara → TUCUMAN,38119.99971,,1,0.00%
TRELEW → Rio Colorado,38119.99938,,1,0.00%
Perico → TERMAS R HONDO,37910.00043,,1,0.00%
General Pico - LPM → Villa Iris Acc,36960.00002,,1,0.00%
TERMAS R HONDO → Salta,36749.99946,,1,0.00%
Mendoza → Terminal Sampacho,36749.99943,,1,0.00%
Naschell - SLU → Villa Carlos Paz,36649.99962,,1,0.00%
La Paz (MZA) → RIO CUARTO,36119.99952,,1,0.00%
RIO CUARTO → La Paz (MZA),36119.99952,,1,0.00%
Pergamino Terminal → PARANA,35540.00062,,1,0.00%
Junin → SANTA FE,35409.99959,,1,0.00%
GRAL. CONESA - RNG → PUERTO MADRYN,35009.99948,,1,0.00%
PUERTO MONTT CHILE → Villa la Angostura,34649.99975,,1,0.00%
Fitz Roy → COMODORO RIVADAVIA,34649.99965,,1,0.00%
Eduardo Castex → Villa Mercedes - SLU,34649.9996,,1,0.00%
Trelew ELIMINAR → CALETA OLIVIA,34130.00033,,1,0.00%
Humahuaca → Salta,34130.00018,,1,0.00%
Caleta Olivia → Trelew,34129.99998,,1,0.00%
Villa Mercedes - SLU → Vedia  Bs. As.,33919.99998,,1,0.00%
Palpala → TUCUMAN,33810.00052,,1,0.00%
Palpalá → TUCUMAN,33809.99973,,1,0.00%
La Paz (MZA) → LINIERS,33600.00056,,1,0.00%
San Luis → Cordoba,33599.9998,,1,0.00%
General Pico - LPM → Canalejas,33599.9995,,1,0.00%
Aeropuerto MENDOZA → SAN JUAN,32820.00022,,1,0.00%
RESISTENCIA → La Paz Acc - ERI,32760.00025,,1,0.00%
SAN LUIS → Villa Carlos Paz,32550.00012,,1,0.00%
SANTA ROSA - LPM → PUNTA ALTA,32340.00043,,1,0.00%
Santa Rosa - LPA → PUNTA ALTA,32339.99967,,1,0.00%
SAN ANTONIO OESTE → Barda del Medio Acc,32029.99988,,1,0.00%
TERMAS R HONDO → Perico,31920.00033,,1,0.00%
Iriarte Los Reyes → SAN LUIS,31609.9998,,1,0.00%
Quimili PARADOR - SGO → Charata acc - CHA,31399.99992,,1,0.00%
RIO CUARTO → ROSARIO - SFE,31190.00065,,1,0.00%
ROSARIO - SFE → RIO CUARTO,31189.99962,,1,0.00%
Villa Mercedes - SLU → San Juan,30869.99987,,1,0.00%
RIO CUARTO → San Martin (MZA),30560.00016,,1,0.00%
PARANA → Pozo del Molle Acc,30450,,1,0.00%
PUNTA ALTA → Bernasconi Acc,30139.99973,,1,0.00%
Rawson → Caleta Olivia,29929.9998,,1,0.00%
BAHIA BLANCA → Winifreda Acc,29820.00048,,1,0.00%
PARANA → Esquina Acc,28979.99937,,1,0.00%
LINIERS → Azul (Hotel La Estrella),28350.0004,,1,0.00%
Aguilares - TUC → CATAMARCA,27960.00027,,1,0.00%
Villa Maria - CBA → Santo Tome - SFE,27930.00009,,1,0.00%
CATAMARCA → Concepcion - TUC,27929.99939,,1,0.00%
Almafuerte - CBA → Eduardo Castex,27734.0005,,1,0.00%
Eduardo Castex → Almafuerte - CBA,27734.0005,,1,0.00%
SAN LUIS → San Juan,27510.00007,,1,0.00%
Vedia  Bs. As. → Villa Mercedes - SLU,27509.99972,,1,0.00%
RIO CUARTO → SANTA ROSA - LPM,27200.00003,,1,0.00%
SANTA ROSA - LPM → RIO CUARTO,27200.00003,,1,0.00%
SAN JUAN → Aeropuerto MENDOZA,26250.00059,,1,0.00%
San Martin (MZA) → San Juan,26249.99992,,1,0.00%
Salta → Humahuaca,26249.99976,,1,0.00%
Tilisarao - SLU → Mendoza,26249.99959,,1,0.00%
TUCUMAN → Palpala,26249.99937,,1,0.00%
SAN ANTONIO OESTE → Arroyo Verde - RNG,25309.99933,,1,0.00%
SAN ANTONIO OESTE → Pedro Luro Acc,25200.00058,,1,0.00%
SANTA FE → La Paz Acc - ERI,25199.99978,,1,0.00%
NEUQUEN → Puelen - LPM,25074.99956,,1,0.00%
Charata acc - CHA → CORRIENTES,25069.99939,,1,0.00%
Metan → TERMAS R HONDO,24890.00044,,1,0.00%
Córdoba → Concarán,24890.00029,,1,0.00%
Perico → Rosario de la Frontera,24260.00062,,1,0.00%
Ojo de Agua Acc → CORDOBA,24259.99934,,1,0.00%
Corrientes → General Pinedo Acceso,24050.00022,,1,0.00%
Cipolletti - RNG → Choele Choel,23629.99994,,1,0.00%
Viedma → Trelew,22579.99942,,1,0.00%
GENERAL ALVEAR → Mendoza,22370.00007,,1,0.00%
Rincon de los Sauces → Catriel,22230.00041,,1,0.00%
Villa Maria - CBA → ROSARIO - SFE,21420.00055,,1,0.00%
ROSARIO - SFE → Villa Maria - CBA,21419.99975,,1,0.00%
Humahuaca → TUCUMAN,21059.99965,,1,0.00%
TUCUMAN → Humahuaca,21059.99965,,1,0.00%
Iriarte Los Reyes → Retiro Buenos Aires,20900.00059,,1,0.00%
Esquina Terminal → Resistencia,20789.99952,,1,0.00%
TUCUMAN → Loreto - SGO,20690.00046,,1,0.00%
Huinca Renanco → Santa Rosa,20580.00019,,1,0.00%
CATAMARCA → Aguilares - TUC,20579.99983,,1,0.00%
Mendoza → Villa Atuel,19739.99942,,1,0.00%
Villa Atuel → Mendoza,19739.99942,,1,0.00%
Choele Choel → Barda del Medio Acc,19320.00053,,1,0.00%
Mendoza → Casa Juri,17850.00059,,1,0.00%
Barda del Medio Acc → Choele Choel,17849.99934,,1,0.00%
Bernasconi Acc → BAHIA BLANCA,17539.99948,,1,0.00%
CHEVALLIER ,17010.00017,,1,0.00%
Bell Ville Pdor → ROSARIO - SFE,17009.9997,,1,0.00%
ROSARIO - SFE → Rojas Acc,16760.00025,,1,0.00%
Rojas Acc → ROSARIO - SFE,16760.00002,,1,0.00%
Lujan Azcunaga Y Bufano → Las Cuevas,16170.00025,,1,0.00%
Bahía Blanca → Bernasconi,15804.99986,,1,0.00%
Bernasconi → Bahía Blanca,15804.99986,,1,0.00%
Puelen - LPM → Cipolletti - RNG,15750.00058,,1,0.00%
Osorno → Puerto Varas,15749.99952,,1,0.00%
Cinco Saltos → Puelen - LPM,15749.99936,,1,0.00%
Villa Iris Acc → SANTA ROSA - LPM,15120.00061,,1,0.00%
Lujan Azcunaga Y Bufano → Penitentes,15119.99977,,1,0.00%
Picun Leufu Acc → Cinco Saltos,15119.99957,,1,0.00%
TERMAS RIO HONDO → TUCUMAN,14810.00069,,1,0.00%
Resistencia → Goya,14560.00065,,1,0.00%
Perico → Metan,14490.00016,,1,0.00%
Realico - LPM → Vicuña Mackenna,14279.99977,,1,0.00%
Cipolletti - RNG → Cnia 25 de Mayo - LPM,12919.99987,,1,0.00%
SANTA ROSA - LPM → Bernasconi Acc,12810.00011,,1,0.00%
Palpalá → Salta,12709.99966,,1,0.00%
Puerto Madryn → Sierra Grande,12599.99958,,1,0.00%
Sierra Grande → Puerto Madryn,12599.99958,,1,0.00%
Santa Rosa → Huinca Renanco,12349.99933,,1,0.00%
Villa Mercedes - SLU → Monte Coman C/C,12340.0003,,1,0.00%
Catriel → Neuquén,11970.00022,,1,0.00%
Cipolletti - RNG → Barda del Medio Acc,11339.99974,,1,0.00%
SAN LUIS → Concaran - SLU,10820.00068,,1,0.00%
TERMAS R HONDO → TUCUMAN,10399.99974,,1,0.00%
NEUQUEN → Barda del Medio Acc,10399.99973,,1,0.00%
La Paz (MZA) → SAN LUIS,9979.999962,,1,0.00%
SAN LUIS → Naschell - SLU,9659.99977,,1,0.00%
Villa Regina → Barda del Medio Acc,8399.999813,,1,0.00%
Barda del Medio Acc → General Roca,7459.999433,,1,0.00%
General Roca → Barda del Medio Acc,7349.99987,,1,0.00%
Piedras Blancas → Vistalba,7040.000279,,1,0.00%
Concaran - SLU → La Toma - SLU,7039.999865,,1,0.00%
Vistalba → Piedras Blancas,7039.999537,,1,0.00%
Las Vegas → Vistalba,6719.99978,,1,0.00%
Gral Guemes → Perico,6300.000506,,1,0.00%
Empedrado Acc → RESISTENCIA,5249.999618,,1,0.00%
Las Avispas → Cuyanita Mendoza IDA,4199.999906,,1,0.00%
Perico → Gral Guemes,3990.000677,,1,0.00%
Vistalba → Mendoza,3150.000568,,1,0.00%
Lujan De Cuyo Saenz Pena Y Patricios → Penitenciaria Almafuerte,2520.000505,,1,0.00%
Pto San Julian → SANTA FE,564170,,1,0.00%
